Wall time,Step,Value
1783312829.3988647,0,0.0005062500131316483
1783312831.0599215,1,0.0011390624567866325
1783312832.6250198,2,0.002562890527769923
1783312834.2543225,3,0.002562890527769923
1783312835.9213161,4,0.0017085938015952706
1783312837.7667882,5,0.0017085938015952706
1783312839.6329288,6,0.0011390624567866325
1783312841.6984496,7,0.0017085938015952706
1783312843.7032228,8,0.002562890527769923
1783312845.750918,9,0.0038443359080702066
1783312847.8123047,10,0.0038443359080702066
1783312849.6807058,11,0.005766503978520632
1783312851.527779,12,0.002562890527769923
1783312853.3805435,13,0.002562890527769923
1783312855.3094544,14,0.002562890527769923
1783312857.253151,15,0.002562890527769923
1783312859.1386554,16,0.0038443359080702066
1783312861.0356033,17,0.005766503978520632
1783312862.8866751,18,0.0038443359080702066
1783312864.739973,19,0.0038443359080702066
1783312866.6772714,20,0.0038443359080702066
1783312868.5801442,21,0.0038443359080702066
1783312870.499516,22,0.002562890527769923
1783312872.4403167,23,0.002562890527769923
1783312874.46864,24,0.0017085938015952706
1783312876.4113576,25,0.0017085938015952706
1783312878.4067805,26,0.0011390624567866325
1783312880.3505905,27,0.002562890527769923
1783312882.2582767,28,0.0017085938015952706
1783312884.1258824,29,0.0017085938015952706
1783312886.009341,30,0.0011390624567866325
1783312887.9316237,31,0.0017085938015952706
1783312889.8746223,32,0.0017085938015952706
1783312891.8866885,33,0.0017085938015952706
1783312893.8850331,34,0.0011390624567866325
1783312895.7752814,35,0.0017085938015952706
1783312897.649473,36,0.0011390624567866325
1783312899.6098442,37,0.000759374990593642
1783312901.5196722,38,0.0017085938015952706
1783312903.423479,39,0.000759374990593642
1783312905.3401809,40,0.0003375000087544322
1783312907.2879238,41,0.0011390624567866325
1783312909.2382596,42,0.0011390624567866325
1783312911.3180757,43,0.0011390624567866325
1783312913.2715387,44,0.0003375000087544322
1783312915.2126822,45,0.0011390624567866325
1783312917.183764,46,0.0003375000087544322
1783312919.155934,47,0.0005062500131316483
1783312921.1345346,48,0.0011390624567866325
1783312923.121946,49,0.000759374990593642
1783312925.1125445,50,0.000759374990593642
1783312927.140343,51,0.0005062500131316483
1783312929.155793,52,0.0005062500131316483
1783312931.2097695,53,0.0011390624567866325
1783312933.3406754,54,0.0005062500131316483
1783312935.5365658,55,0.0005062500131316483
1783312937.6205883,56,0.0011390624567866325
1783312939.6898181,57,0.0005062500131316483
1783312941.80621,58,0.0011390624567866325
1783312943.8745139,59,0.0011390624567866325
1783312945.9481342,60,0.0005062500131316483
1783312948.0351157,61,0.000759374990593642
1783312950.1072114,62,0.000759374990593642
1783312952.1640954,63,0.0011390624567866325
1783312954.25163,64,0.000759374990593642
1783312956.401616,65,0.000759374990593642
1783312958.5663047,66,0.0005062500131316483
1783312960.7368207,67,0.0011390624567866325
1783312962.9168255,68,0.000759374990593642
1783312965.0315225,69,0.0005062500131316483
1783312967.1419644,70,0.0011390624567866325
1783312969.2074034,71,0.0011390624567866325
1783312971.2950177,72,0.0011390624567866325
1783312973.4027321,73,0.000759374990593642
1783312975.5955482,74,0.000759374990593642
1783312977.7816133,75,0.000759374990593642
1783312979.995346,76,0.000759374990593642
1783312982.224657,77,0.0011390624567866325
1783312984.416141,78,0.000759374990593642
1783312986.5361636,79,0.0005062500131316483
1783312988.7393792,80,0.0011390624567866325
1783312990.900303,81,0.0005062500131316483
1783312993.0863638,82,0.0011390624567866325
1783312995.2536926,83,0.000759374990593642
1783312997.3823078,84,0.0005062500131316483
1783312999.4945505,85,0.000759374990593642
1783313001.6291564,86,0.0005062500131316483
1783313003.7566066,87,0.0005062500131316483
1783313005.8925211,88,0.0011390624567866325
1783313008.0131218,89,0.000759374990593642
1783313010.1544352,90,0.0005062500131316483
1783313012.2781813,91,0.000759374990593642
1783313014.3913076,92,0.0005062500131316483
1783313016.4985135,93,0.000759374990593642
1783313018.6044865,94,0.0005062500131316483
1783313020.7164397,95,0.0005062500131316483
1783313022.8286479,96,0.0005062500131316483
1783313024.9003594,97,0.00022499999613501132
1783313026.936376,98,0.0005062500131316483
1783313029.0060856,99,0.0003375000087544322
1783313031.033393,100,0.000759374990593642
1783313033.065012,101,0.000759374990593642
1783313035.1098237,102,0.0005062500131316483
1783313037.2019928,103,0.0005062500131316483
1783313039.4628248,104,0.000759374990593642
1783313041.5742939,105,0.000759374990593642
1783313043.6060107,106,0.0005062500131316483
1783313045.6633668,107,0.0003375000087544322
1783313047.6974325,108,0.000759374990593642
1783313049.7418845,109,0.0005062500131316483
1783313051.7832556,110,0.0003375000087544322
1783313053.8133914,111,0.0005062500131316483
1783313055.8509204,112,0.000759374990593642
1783313057.8875341,113,0.0005062500131316483
1783313059.9105766,114,0.0005062500131316483
1783313061.9337509,115,0.0005062500131316483
1783313063.968633,116,0.0005062500131316483
1783313066.1205194,117,0.0005062500131316483
1783313068.1930826,118,0.0003375000087544322
1783313070.2331514,119,0.0003375000087544322
1783313072.4266827,120,0.000759374990593642
1783313074.7156188,121,0.0003375000087544322
1783313076.8578768,122,0.0003375000087544322
1783313079.1475718,123,0.0005062500131316483
1783313081.324374,124,0.0005062500131316483
1783313083.4744322,125,0.0003375000087544322
1783313085.6659355,126,0.00022499999613501132
1783313087.7142482,127,0.000759374990593642
1783313089.7826316,128,0.00022499999613501132
1783313091.854115,129,0.0005062500131316483
1783313093.9023116,130,0.0005062500131316483
1783313096.000613,131,0.0005062500131316483
1783313098.140917,132,0.0005062500131316483
1783313100.3008232,133,0.0003375000087544322
1783313102.5403175,134,0.0005062500131316483
1783313104.5899773,135,0.0003375000087544322
1783313106.6222188,136,0.0003375000087544322
1783313108.6470468,137,0.0005062500131316483
1783313110.676369,138,0.0003375000087544322
1783313112.7152734,139,0.0003375000087544322
1783313114.8930295,140,0.0005062500131316483
1783313117.280093,141,0.0005062500131316483
1783313119.570946,142,0.000759374990593642
1783313121.8118799,143,0.0005062500131316483
1783313124.015943,144,0.0005062500131316483
