num_trajs,mean_len,std_len,mean_reward,std_reward,worst_idx,best_idx,mean_max_height,std_max_height,mean_final_height,std_final_height
100,185.1,46.55083026090725,32.03169803380733,33.87463938045983,30,23,0.03324200076982379,0.0012244812648504902,0.03277478856965899,0.0012180178776550865
